vehicle_type,payment_method,ride_distance,booking_hour,cancelled
Prime SUV,UPI,3,23,0
Prime Plus,Cash,27,2,0
eBike,UPI,23,21,0
Mini,Cash,20,22,0
eBike,UPI,13,21,0
eBike,Cash,17,14,0
Auto,UPI,15,16,0
Auto,UPI,5,12,0
Prime Sedan,Cash,13,18,0
Mini,Cash,29,15,0
Auto,UPI,17,22,0
Auto,Cash,5,23,0
Prime SUV,Cash,31,10,0
Auto,Cash,17,14,0
Prime Plus,UPI,24,4,0
Prime Sedan,Cash,16,7,0
eBike,Cash,20,22,0
Prime SUV,UPI,1,1,0
Prime SUV,Cash,36,5,0
Auto,UPI,15,7,0
Prime Sedan,UPI,5,6,0
Prime Sedan,UPI,17,18,0
Prime Plus,Cash,43,11,0
Prime Sedan,Cash,11,13,0
Auto,Cash,4,5,0
eBike,UPI,11,2,0
Bike,Cash,3,16,0
Bike,Cash,5,11,0
Prime Sedan,Cash,26,12,0
Prime SUV,UPI,29,13,0
eBike,UPI,9,15,0
Auto,Cash,16,3,0
Mini,UPI,46,6,0
Prime Plus,UPI,40,20,0
Prime SUV,UPI,2,11,0
Auto,Cash,6,6,0
Prime SUV,Cash,33,20,0
Prime Sedan,Cash,6,18,0
Prime Plus,Cash,3,17,0
Mini,Cash,22,21,0
eBike,Cash,2,11,0
eBike,Cash,47,0,0
eBike,UPI,22,0,0
Prime SUV,Cash,4,1,0
Prime SUV,Cash,35,11,0
Prime Sedan,Credit Card,7,10,0
Auto,UPI,14,4,0
eBike,Cash,40,23,0
Auto,UPI,13,23,0
eBike,UPI,18,1,0
eBike,Cash,3,2,0
Auto,UPI,12,16,0
eBike,Cash,13,18,0
Prime SUV,Cash,28,9,0
Prime Sedan,Cash,48,20,0
Prime SUV,UPI,15,1,0
Mini,Cash,48,6,0
Prime Sedan,UPI,28,6,0
Mini,Cash,6,3,0
Bike,Cash,20,9,0
eBike,Cash,45,6,0
Prime Plus,Cash,43,13,0
Prime Sedan,UPI,16,11,0
Prime Sedan,UPI,5,10,0
eBike,UPI,3,11,0
Prime SUV,Cash,40,3,0
Prime SUV,UPI,37,8,0
Prime SUV,Cash,21,7,0
Mini,Cash,20,3,0
Mini,Cash,28,6,0
Bike,Credit Card,41,7,0
Auto,Cash,13,2,0
Bike,UPI,32,3,0
Mini,UPI,21,6,0
Prime SUV,Credit Card,15,16,0
Bike,UPI,42,14,0
Prime Sedan,UPI,22,1,0
Bike,Cash,28,0,0
eBike,Cash,18,8,0
Prime Sedan,UPI,31,5,0
Prime Plus,UPI,7,5,0
Prime Plus,Cash,23,12,0
Mini,UPI,7,14,0
Prime Sedan,Cash,16,12,0
Mini,UPI,43,4,0
Auto,Cash,1,13,0
Auto,Cash,16,11,0
Auto,Cash,17,2,0
Prime Plus,Cash,22,18,0
Prime Plus,UPI,8,3,0
eBike,UPI,15,23,0
Prime Sedan,Cash,45,16,0
eBike,Cash,38,0,0
Prime Sedan,Cash,8,14,0
eBike,UPI,45,22,0
Auto,Cash,14,5,0
Prime Plus,Cash,10,23,0
Bike,Cash,22,4,0
Prime SUV,UPI,42,14,0
Auto,UPI,16,7,0
eBike,UPI,28,6,0
Prime SUV,UPI,7,7,0
Bike,Cash,15,13,0
Bike,UPI,34,3,0
Bike,Cash,9,1,0
Mini,Cash,6,8,0
eBike,UPI,24,9,0
Bike,Cash,21,4,0
eBike,Cash,45,9,0
Mini,Cash,36,13,0
Auto,Credit Card,14,11,0
Prime SUV,UPI,43,2,0
Prime Sedan,Cash,49,18,0
eBike,UPI,36,21,0
Prime SUV,UPI,11,23,0
Prime SUV,Cash,24,10,0
Prime Plus,Cash,37,14,0
Prime SUV,Cash,26,8,0
Bike,UPI,15,3,0
Prime Plus,Cash,30,8,0
Mini,UPI,3,22,0
Prime Plus,UPI,49,3,0
Auto,Cash,7,7,0
Prime SUV,UPI,10,18,0
Bike,Cash,2,10,0
Prime Plus,Cash,12,6,0
Bike,Cash,19,5,0
Auto,UPI,16,5,0
Mini,Credit Card,4,5,0
Bike,Cash,35,21,0
Auto,Cash,16,20,0
Mini,UPI,4,20,0
Prime SUV,Cash,25,11,0
Prime Sedan,UPI,5,22,0
Prime SUV,Cash,44,23,0
Prime Plus,Cash,7,0,0
Prime SUV,Cash,31,10,0
Auto,Cash,4,17,0
Mini,UPI,37,1,0
Prime Sedan,Cash,4,7,0
Auto,UPI,7,6,0
Prime Sedan,Cash,9,22,0
Prime SUV,UPI,41,22,0
Prime Plus,Cash,27,9,0
Prime Plus,Cash,40,3,0
Mini,UPI,15,4,0
Prime SUV,Cash,10,11,0
Prime SUV,Cash,7,10,0
Mini,Cash,23,19,0
Bike,Cash,27,14,0
Prime SUV,UPI,41,14,0
Bike,UPI,11,20,0
Prime Sedan,Cash,3,6,0
Prime SUV,Cash,8,11,0
Bike,UPI,6,14,0
Prime Plus,Cash,14,10,0
Prime Sedan,Cash,47,10,0
eBike,UPI,25,4,0
Prime Sedan,Cash,46,23,0
Auto,Cash,16,13,0
Mini,Cash,6,6,0
eBike,UPI,13,3,0
Bike,UPI,38,20,0
Prime Sedan,Cash,4,5,0
Mini,UPI,38,3,0
Bike,UPI,17,9,0
Bike,Cash,16,6,0
Bike,Cash,17,17,0
Prime Sedan,Cash,6,5,0
Mini,Cash,8,17,0
Mini,Cash,19,19,0
Prime SUV,Cash,5,9,0
Auto,UPI,8,2,0
Mini,UPI,44,21,0
Prime SUV,Cash,26,13,0
Bike,Cash,15,12,0
Prime Plus,Cash,37,2,0
Bike,UPI,27,19,0
eBike,Cash,27,19,0
Mini,UPI,22,2,0
Bike,Debit Card,9,23,0
Prime SUV,Cash,47,2,0
Mini,UPI,36,1,0
Bike,Credit Card,27,0,0
Prime Sedan,Cash,48,10,0
Prime SUV,UPI,22,14,0
Prime Sedan,Cash,13,12,0
Bike,Credit Card,21,6,0
Prime SUV,UPI,3,1,0
Prime Plus,UPI,37,1,0
Prime SUV,Cash,11,18,0
Prime Sedan,UPI,6,11,0
Auto,UPI,7,12,0
Prime SUV,Cash,32,15,0
Prime Sedan,UPI,30,3,0
Prime Sedan,Cash,2,20,0
Mini,Cash,19,17,0
eBike,UPI,20,17,0
eBike,UPI,35,6,0
eBike,Cash,40,13,0
Mini,Cash,43,22,0
Prime Sedan,Cash,21,13,0
Prime Plus,Cash,10,10,0
Mini,Cash,4,16,0
Prime Sedan,UPI,44,8,0
Prime Plus,Cash,36,1,0
Mini,Cash,1,14,0
Auto,UPI,10,2,0
Prime Plus,UPI,12,10,0
Prime Sedan,Cash,31,10,0
Mini,Cash,11,7,0
Mini,Cash,48,11,0
Prime Sedan,Cash,25,4,0
Prime SUV,Debit Card,10,19,0
Mini,UPI,29,19,0
Prime Sedan,Cash,42,19,0
Bike,Cash,29,14,0
eBike,Cash,8,2,0
Mini,Cash,46,18,0
Prime Plus,UPI,49,5,0
eBike,UPI,39,16,0
Bike,Cash,46,16,0
Prime SUV,UPI,32,16,0
Mini,Cash,29,7,0
Auto,Cash,10,3,0
Mini,Cash,34,22,0
Auto,UPI,9,19,0
Prime Sedan,Cash,28,5,0
Prime Plus,Cash,5,13,0
eBike,Cash,19,22,0
eBike,UPI,32,16,0
Bike,Cash,14,4,0
Prime SUV,UPI,1,9,0
Prime Sedan,Cash,1,13,0
Prime Plus,Cash,12,0,0
Auto,Credit Card,1,15,0
Prime Sedan,Cash,42,13,0
eBike,UPI,11,13,0
eBike,Cash,47,6,0
Mini,Debit Card,31,3,0
Prime Sedan,Cash,16,13,0
Mini,Cash,1,17,0
Prime Sedan,Cash,42,8,0
Prime Sedan,Cash,18,21,0
Prime Sedan,Credit Card,47,16,0
eBike,Cash,45,0,0
Mini,Cash,34,3,0
Mini,UPI,16,9,0
Mini,Credit Card,20,19,0
Bike,UPI,37,22,0
Prime Plus,Cash,39,19,0
eBike,Cash,24,4,0
Prime SUV,Cash,28,7,0
Mini,Cash,33,0,0
Auto,Cash,14,6,0
eBike,UPI,4,12,0
Prime Plus,UPI,49,5,0
Prime Sedan,Cash,28,23,0
Auto,Cash,5,9,0
Auto,Cash,4,14,0
Prime SUV,Cash,10,15,0
Prime Sedan,Cash,44,12,0
eBike,UPI,11,16,0
Auto,UPI,17,5,0
eBike,Cash,4,1,0
eBike,Cash,48,11,0
Auto,UPI,10,18,0
Bike,Cash,45,5,0
Prime SUV,UPI,25,22,0
Bike,Cash,44,20,0
Prime Sedan,Credit Card,22,4,0
Prime SUV,UPI,14,20,0
Auto,UPI,14,12,0
Prime Plus,Cash,19,0,0
eBike,Credit Card,11,18,0
Mini,Cash,22,4,0
Mini,Cash,24,11,0
Prime Plus,Cash,43,18,0
Prime Plus,UPI,36,2,0
eBike,Cash,1,2,0
Auto,Cash,5,2,0
Prime Plus,Cash,6,14,0
eBike,Cash,18,15,0
Prime SUV,Cash,21,5,0
Prime Sedan,Cash,36,10,0
Mini,UPI,39,12,0
Prime Sedan,Cash,18,7,0
Prime SUV,UPI,48,3,0
Bike,UPI,24,2,0
Prime Plus,Cash,34,2,0
eBike,Credit Card,34,8,0
Prime SUV,Cash,49,14,0
eBike,Cash,15,21,0
Prime Plus,Cash,43,4,0
Prime Plus,Cash,33,8,0
Prime Plus,UPI,30,2,0
Bike,UPI,18,20,0
eBike,Cash,26,19,0
Prime Plus,Cash,16,15,0
Prime Plus,Cash,18,10,0
Prime SUV,UPI,29,6,0
Auto,Cash,13,2,0
Bike,Cash,8,17,0
Auto,Cash,11,17,0
Prime Plus,UPI,33,9,0
Auto,Debit Card,10,22,0
Prime Plus,UPI,2,22,0
Prime Sedan,Cash,48,22,0
Auto,Cash,8,21,0
Prime SUV,Cash,11,18,0
Prime SUV,Cash,40,22,0
Bike,Cash,30,22,0
Prime Sedan,UPI,47,22,0
eBike,Cash,31,4,0
Bike,Cash,21,3,0
Prime Sedan,Cash,48,10,0
Prime Sedan,Cash,17,14,0
Auto,UPI,14,7,0
Auto,Cash,4,23,0
eBike,UPI,47,23,0
Mini,UPI,4,14,0
Prime SUV,Cash,36,23,0
Auto,UPI,17,8,0
Auto,Cash,13,7,0
eBike,Cash,3,22,0
Prime Plus,Cash,19,5,0
Bike,Debit Card,1,23,0
Prime SUV,Cash,36,23,0
Prime Plus,Cash,36,11,0
Prime Plus,UPI,27,13,0
Prime SUV,UPI,7,23,0
Auto,Cash,15,5,0
Auto,Cash,5,16,0
eBike,Cash,14,21,0
Prime Sedan,UPI,46,11,0
Prime Plus,UPI,34,0,0
Bike,Cash,35,13,0
Mini,Cash,23,10,0
eBike,Cash,42,4,0
Prime Plus,UPI,23,5,0
eBike,UPI,47,18,0
Prime SUV,Cash,16,17,0
Prime SUV,Cash,23,0,0
Auto,UPI,19,23,0
Bike,Cash,44,14,0
Prime SUV,Cash,18,7,0
Mini,Credit Card,48,13,0
Auto,Cash,11,16,0
Prime SUV,UPI,26,2,0
Prime Sedan,Cash,31,10,0
Prime SUV,Cash,45,9,0
Prime SUV,Cash,25,16,0
eBike,UPI,27,10,0
Prime Plus,UPI,31,15,0
Prime SUV,UPI,23,21,0
Mini,Cash,35,18,0
Prime Plus,UPI,4,16,0
Prime SUV,Cash,19,22,0
eBike,Cash,22,10,0
eBike,UPI,41,2,0
Auto,Cash,18,8,0
eBike,Cash,48,23,0
Prime SUV,Cash,11,20,0
Mini,Cash,47,16,0
Mini,UPI,33,2,0
Mini,UPI,21,16,0
Prime SUV,UPI,14,7,0
Auto,UPI,17,2,0
Prime Plus,Cash,3,15,0
Prime SUV,Cash,23,13,0
Bike,UPI,7,18,0
Mini,UPI,27,17,0
eBike,Cash,38,13,0
Prime SUV,Cash,1,2,0
Prime Sedan,Cash,19,16,0
Auto,UPI,15,7,0
Bike,Cash,43,20,0
eBike,Cash,29,2,0
Bike,Cash,35,15,0
Prime SUV,UPI,48,22,0
Auto,Cash,11,14,0
Bike,Cash,9,8,0
Prime SUV,UPI,8,22,0
Auto,Cash,17,11,0
Auto,UPI,5,15,0
Bike,Cash,21,21,0
Prime SUV,Cash,31,4,0
Prime Sedan,Cash,18,9,0
Prime SUV,UPI,2,14,0
Prime Plus,UPI,38,3,0
Prime Sedan,Cash,21,22,0
Prime Plus,UPI,22,18,0
Prime Plus,Cash,32,13,0
Auto,UPI,14,5,0
Auto,UPI,17,5,0
Bike,Cash,20,15,0
Prime SUV,Cash,10,22,0
Mini,Cash,44,9,0
Prime SUV,Cash,40,17,0
Prime Plus,Cash,47,2,0
Mini,UPI,16,19,0
eBike,UPI,13,19,0
Prime SUV,Cash,7,8,0
eBike,UPI,49,20,0
Auto,Cash,10,13,0
Bike,Cash,7,12,0
Prime Plus,Cash,36,21,0
Prime Sedan,Cash,45,19,0
Prime Sedan,UPI,6,15,0
Auto,Cash,13,13,0
Auto,Cash,11,5,0
Prime Plus,Cash,27,0,0
Mini,Cash,6,18,0
Auto,UPI,13,23,0
Prime Plus,Cash,6,3,0
Mini,Cash,45,2,0
Prime Plus,UPI,25,19,0
Prime Sedan,UPI,33,3,0
Prime SUV,UPI,8,13,0
Prime Sedan,Cash,18,1,0
eBike,UPI,31,17,0
Prime Plus,Cash,3,2,0
Prime SUV,Cash,3,3,0
Prime Sedan,UPI,23,12,0
Bike,Cash,33,20,0
Prime Sedan,Credit Card,12,15,0
Auto,Cash,19,22,0
Prime SUV,UPI,9,0,0
Prime SUV,Cash,23,5,0
Auto,Cash,8,23,0
Bike,UPI,8,23,0
Prime Sedan,Cash,36,8,0
Bike,UPI,27,18,0
Prime SUV,Cash,48,20,0
Mini,Cash,21,2,0
Prime Sedan,UPI,26,7,0
Mini,UPI,34,0,0
eBike,UPI,34,2,0
Bike,Cash,8,14,0
Bike,Cash,19,21,0
Prime Sedan,UPI,10,19,0
Bike,UPI,32,2,0
Bike,Cash,27,3,0
Prime Sedan,Credit Card,2,22,0
eBike,Cash,18,3,0
Prime SUV,Cash,4,4,0
Prime Sedan,Debit Card,30,8,0
Bike,UPI,3,3,0
Prime SUV,Cash,26,21,0
Auto,Cash,7,22,0
eBike,UPI,40,19,0
Bike,Cash,24,22,0
Bike,Cash,10,1,0
Prime SUV,UPI,10,21,0
Prime Sedan,Cash,11,2,0
Mini,UPI,35,22,0
Auto,UPI,17,13,0
Auto,Cash,5,12,0
eBike,UPI,44,18,0
Mini,Cash,7,1,0
Bike,UPI,23,12,0
Prime Sedan,Cash,5,9,0
Prime Sedan,UPI,49,6,0
Bike,Cash,1,19,0
Auto,Cash,11,9,0
Bike,Cash,16,7,0
eBike,Credit Card,32,9,0
Prime Plus,Cash,25,20,0
Prime SUV,Cash,2,18,0
Prime Plus,UPI,31,16,0
Prime SUV,Cash,36,8,0
eBike,UPI,41,20,0
Prime SUV,UPI,29,7,0
Auto,Cash,8,22,0
Prime SUV,UPI,6,4,0
eBike,UPI,9,16,0
Auto,Cash,13,19,0
Bike,Cash,34,20,0
Prime Sedan,Cash,43,17,0
eBike,UPI,33,1,0
Prime Sedan,Cash,36,15,0
Prime Sedan,Cash,14,1,0
Prime Sedan,Cash,2,10,0
Bike,Cash,43,10,0
Mini,UPI,3,2,0
Prime Sedan,Cash,7,22,0
eBike,Cash,26,23,0
Mini,UPI,18,8,0
eBike,UPI,12,18,0
eBike,UPI,35,13,0
Mini,UPI,12,20,0
Prime Sedan,UPI,31,12,0
Prime SUV,UPI,23,5,0
eBike,Cash,16,12,0
Prime Sedan,Cash,9,11,0
Prime SUV,UPI,13,5,0
Bike,Cash,42,20,0
Auto,UPI,12,22,0
Prime SUV,UPI,25,6,0
Auto,Cash,2,16,0
Mini,UPI,37,7,0
eBike,UPI,8,3,0
Bike,Cash,15,13,0
Prime Plus,UPI,27,16,0
Mini,Cash,13,15,0
Bike,UPI,30,11,0
Prime Plus,UPI,42,17,0
Mini,Cash,1,7,0
Prime Plus,Cash,49,22,0
Bike,UPI,18,2,0
Bike,Cash,18,13,0
eBike,UPI,45,4,0
Auto,Cash,4,13,0
Prime SUV,Cash,16,16,0
Prime Sedan,UPI,16,18,0
Mini,Cash,41,1,0
Auto,Cash,18,14,0
Prime Plus,Cash,14,1,0
Prime SUV,Cash,37,11,0
Prime Sedan,Cash,37,12,0
Prime SUV,Credit Card,44,17,0
Bike,Cash,7,0,0
Mini,Cash,27,19,0
Bike,UPI,21,16,0
eBike,UPI,12,7,0
Prime SUV,Cash,28,1,0
eBike,UPI,10,23,0
Prime SUV,Cash,10,16,0
Auto,UPI,17,0,0
Prime SUV,UPI,20,13,0
Auto,Cash,11,2,0
Mini,Cash,6,20,0
Prime Sedan,UPI,33,11,0
Mini,Cash,20,23,0
Bike,Cash,10,13,0
Mini,UPI,37,6,0
Mini,UPI,32,8,0
Mini,UPI,8,5,0
Mini,UPI,14,4,0
Mini,Cash,35,1,0
Bike,Cash,39,1,0
eBike,UPI,14,14,0
Prime Plus,Cash,23,10,0
Prime Sedan,UPI,49,16,0
Prime SUV,UPI,19,17,0
Mini,Cash,36,2,0
Prime SUV,Cash,35,7,0
Bike,UPI,46,5,0
Auto,Cash,1,18,0
Prime SUV,Cash,23,1,0
Prime Sedan,Cash,41,2,0
Bike,UPI,26,17,0
Auto,UPI,18,21,0
Prime Sedan,UPI,34,13,0
Prime Sedan,Cash,42,7,0
Auto,UPI,10,17,0
Prime Sedan,Cash,46,11,0
Auto,Cash,16,8,0
Bike,Cash,27,15,0
eBike,Cash,39,8,0
Auto,UPI,8,17,0
Auto,Cash,15,17,0
Mini,Cash,40,19,0
Prime SUV,Cash,14,7,0
Bike,Cash,29,15,0
Bike,UPI,49,13,0
Prime Sedan,Cash,10,22,0
Bike,Cash,11,6,0
Prime SUV,UPI,36,5,0
Prime SUV,UPI,49,5,0
Prime Sedan,Cash,6,15,0
Prime Sedan,UPI,36,1,0
Prime SUV,Cash,36,15,0
Prime Plus,Cash,23,4,0
Prime SUV,Cash,2,22,0
Prime SUV,Cash,43,10,0
Auto,UPI,1,6,0
Mini,UPI,15,1,0
Mini,Cash,48,17,0
Auto,Cash,13,9,0
Prime Plus,Cash,40,9,0
Prime Sedan,UPI,27,18,0
Prime Sedan,UPI,1,4,0
Auto,Cash,2,10,0
eBike,Cash,17,14,0
Prime Sedan,Cash,3,13,0
Bike,Cash,3,21,0
eBike,Cash,27,3,0
Auto,Cash,18,3,0
Prime Plus,Cash,38,12,0
Prime Plus,UPI,44,17,0
Bike,UPI,36,18,0
Auto,Cash,9,11,0
Auto,Cash,3,7,0
eBike,Cash,30,3,0
Prime Sedan,UPI,36,0,0
eBike,Cash,40,3,0
Mini,Cash,10,7,0
Mini,UPI,14,6,0
Bike,Cash,35,20,0
Bike,Cash,36,21,0
Bike,Cash,21,15,0
Mini,Cash,39,6,0
Mini,UPI,6,13,0
Prime Plus,UPI,35,10,0
Mini,UPI,43,12,0
Auto,Cash,12,15,0
eBike,UPI,44,21,0
Prime Sedan,Cash,38,18,0
Mini,Cash,25,2,0
Prime SUV,Cash,19,23,0
Prime Sedan,UPI,42,19,0
Prime Plus,Cash,28,16,0
Prime Sedan,UPI,40,1,0
Prime SUV,Cash,7,13,0
Prime Plus,UPI,43,19,0
Prime SUV,UPI,14,17,0
Prime Plus,UPI,3,11,0
Bike,UPI,9,23,0
Bike,Cash,11,6,0
Auto,UPI,9,11,0
Prime Plus,Cash,3,15,0
Mini,UPI,38,10,0
Mini,Cash,7,14,0
Prime SUV,UPI,15,16,0
Prime Sedan,Cash,4,22,0
eBike,UPI,9,0,0
Bike,UPI,35,1,0
Prime Plus,Cash,44,22,0
Prime Plus,Cash,14,3,0
eBike,UPI,16,4,0
Prime Sedan,Cash,5,2,0
Auto,Cash,7,11,0
Auto,UPI,2,12,0
Auto,UPI,2,21,0
Auto,Cash,7,9,0
eBike,Cash,8,12,0
Bike,Credit Card,24,12,0
Prime Plus,UPI,20,10,0
Prime SUV,Cash,21,11,0
Prime Sedan,UPI,1,9,0
eBike,UPI,34,3,0
Mini,UPI,20,23,0
Bike,UPI,46,4,0
eBike,UPI,4,0,0
Prime Plus,Cash,30,23,0
eBike,Cash,43,17,0
Prime Sedan,Cash,48,9,0
Mini,UPI,41,2,0
Prime SUV,Cash,27,17,0
Auto,Cash,6,13,0
Prime Sedan,Cash,23,3,0
Prime Sedan,Cash,9,0,0
Prime SUV,Credit Card,15,21,0
Prime SUV,Cash,45,2,0
eBike,UPI,39,12,0
Prime Sedan,Cash,3,17,0
Prime Plus,Cash,41,21,0
Mini,UPI,39,10,0
Bike,Cash,27,21,0
Bike,UPI,46,11,0
Bike,UPI,13,6,0
eBike,Cash,1,15,0
Prime Plus,Cash,25,23,0
Auto,Cash,14,4,0
Auto,UPI,1,20,0
eBike,Cash,34,18,0
Auto,UPI,12,12,0
Prime Sedan,UPI,32,19,0
Prime Plus,Cash,44,13,0
Prime SUV,Cash,22,21,0
Bike,Cash,24,0,0
Bike,Cash,33,1,0
eBike,Cash,23,20,0
Auto,UPI,5,15,0
eBike,Cash,34,12,0
Bike,UPI,13,11,0
Mini,Cash,2,3,0
Auto,Cash,15,6,0
Prime SUV,Cash,11,17,0
Prime Plus,UPI,4,0,0
Bike,Cash,46,15,0
Prime Sedan,UPI,2,13,0
Bike,UPI,22,15,0
Prime SUV,Cash,36,3,0
Bike,Cash,33,14,0
Bike,Cash,12,22,0
Mini,Cash,3,0,0
Auto,Cash,19,17,0
eBike,Cash,18,23,0
Auto,Cash,10,17,0
Bike,Cash,25,17,0
Bike,Cash,19,4,0
Prime SUV,UPI,28,1,0
Auto,Cash,7,1,0
Prime Sedan,UPI,45,16,0
Prime Sedan,Cash,11,6,0
Prime Sedan,UPI,1,23,0
eBike,Cash,29,17,0
Prime Sedan,Cash,42,10,0
Auto,Cash,7,1,0
Prime Plus,UPI,31,20,0
Auto,UPI,11,15,0
Mini,Cash,16,13,0
Bike,UPI,26,11,0
Prime SUV,Cash,36,5,0
eBike,UPI,22,14,0
Prime Sedan,Cash,41,23,0
Prime Sedan,Cash,33,17,0
Prime SUV,Cash,48,13,0
Bike,Debit Card,17,21,0
Auto,UPI,1,12,0
Prime SUV,UPI,48,9,0
eBike,Cash,43,7,0
Auto,UPI,14,5,0
Prime SUV,Cash,19,12,0
Prime Sedan,UPI,31,14,0
Prime SUV,Cash,36,4,0
Prime SUV,Cash,21,12,0
Prime Sedan,UPI,24,6,0
Prime Sedan,UPI,41,12,0
Auto,Cash,1,22,0
Prime Sedan,Cash,44,9,0
eBike,Cash,26,5,0
eBike,Cash,4,19,0
Prime Plus,UPI,2,12,0
eBike,Cash,32,2,0
Bike,UPI,9,11,0
Prime SUV,Cash,26,6,0
eBike,Debit Card,13,0,0
Auto,Debit Card,16,1,0
Prime Plus,UPI,3,2,0
Prime Plus,Cash,49,18,0
Mini,UPI,8,5,0
Bike,Cash,16,7,0
Bike,UPI,11,14,0
Prime Plus,Cash,12,11,0
Bike,Cash,10,0,0
Prime Sedan,UPI,32,0,0
Bike,Cash,32,1,0
Auto,Cash,18,2,0
Bike,Cash,42,6,0
Auto,Cash,13,22,0
Prime SUV,Cash,41,4,0
eBike,Cash,9,7,0
Prime Sedan,UPI,14,16,0
eBike,UPI,40,3,0
Prime Plus,Cash,1,5,0
Prime Plus,UPI,8,16,0
Auto,Cash,18,10,0
Auto,Cash,11,10,0
Prime Plus,Cash,15,1,0
Prime Plus,UPI,3,5,0
Bike,Cash,43,0,0
Mini,UPI,13,16,0
Bike,UPI,35,16,0
Auto,UPI,2,9,0
Prime Plus,UPI,24,18,0
eBike,UPI,47,9,0
Bike,Cash,49,22,0
Mini,UPI,37,17,0
Bike,Cash,27,1,0
Prime SUV,UPI,29,4,0
Bike,Cash,4,4,0
Mini,UPI,13,21,0
Prime Sedan,Cash,38,22,0
eBike,UPI,21,10,0
Auto,UPI,14,0,0
Prime SUV,Cash,8,15,0
Auto,Cash,10,5,0
eBike,Cash,21,7,0
Bike,Cash,22,22,0
Bike,Debit Card,47,12,0
Auto,Cash,7,13,0
Prime SUV,Cash,17,15,0
Mini,Cash,49,22,0
Prime Sedan,UPI,1,14,0
Bike,Cash,26,11,0
Mini,UPI,30,7,0
Prime Plus,UPI,47,5,0
Mini,UPI,46,16,0
eBike,UPI,26,16,0
Prime Plus,Cash,45,7,0
Auto,UPI,4,8,0
Prime SUV,UPI,39,0,0
Mini,Cash,29,7,0
Mini,UPI,16,17,0
eBike,UPI,11,8,0
Prime Plus,Cash,42,1,0
Prime SUV,UPI,42,12,0
eBike,Cash,48,6,0
Prime Plus,UPI,20,3,0
Auto,Cash,14,17,0
Mini,UPI,44,19,0
Bike,Cash,8,12,0
Mini,UPI,32,21,0
eBike,Cash,7,21,0
Mini,UPI,47,3,0
eBike,UPI,13,3,0
Prime SUV,UPI,43,15,0
eBike,Cash,7,22,0
Prime SUV,Cash,38,15,0
Prime SUV,UPI,46,0,0
eBike,Cash,15,19,0
Prime Plus,UPI,22,8,0
Prime SUV,UPI,2,6,0
Prime Plus,Cash,11,7,0
eBike,Cash,28,5,0
Mini,UPI,1,21,0
Bike,UPI,18,1,0
Bike,Cash,28,11,0
Prime Plus,UPI,46,11,0
eBike,Cash,47,15,0
Auto,Cash,3,7,0
Mini,Cash,23,7,0
Bike,Cash,32,1,0
Prime SUV,Cash,41,4,0
Auto,Cash,4,23,0
eBike,Cash,31,23,0
Prime SUV,Cash,4,14,0
Prime Sedan,Cash,2,13,0
Mini,Cash,32,14,0
Prime Plus,Cash,23,6,0
eBike,UPI,9,8,0
Prime Plus,Cash,3,16,0
Prime SUV,Cash,22,1,0
Mini,Cash,17,4,0
Prime Sedan,Cash,27,7,0
Bike,UPI,18,21,0
eBike,Cash,4,7,0
Prime Sedan,Cash,47,11,0
Mini,Cash,15,15,0
Mini,Cash,43,6,0
Prime SUV,Cash,20,10,0
Prime SUV,Cash,15,11,0
eBike,Cash,39,2,0
eBike,Cash,27,8,0
Mini,UPI,12,11,0
Prime Sedan,Cash,45,12,0
eBike,UPI,33,12,0
Prime SUV,Cash,15,15,0
eBike,Cash,41,2,0
Prime Plus,Cash,38,12,0
Bike,UPI,20,12,0
Prime Sedan,UPI,4,22,0
Prime Plus,UPI,7,15,0
Prime Plus,Cash,6,5,0
Auto,Cash,18,18,0
Mini,UPI,11,18,0
Mini,UPI,40,21,0
Auto,UPI,1,13,0
Mini,UPI,1,13,0
Prime SUV,UPI,23,20,0
Bike,UPI,8,3,0
Prime Sedan,Cash,33,7,0
Prime SUV,Cash,38,23,0
Prime Sedan,Cash,31,3,0
Bike,UPI,8,8,0
Bike,Cash,17,2,0
Auto,Cash,17,21,0
Prime Plus,Cash,49,8,0
Prime Sedan,UPI,34,12,0
Bike,Debit Card,20,1,0
Prime Sedan,Cash,12,10,0
Prime SUV,Cash,19,5,0
Prime Sedan,UPI,27,17,0
Prime SUV,Cash,19,11,0
Auto,Cash,7,9,0
Mini,Cash,49,16,0
Prime Sedan,Cash,15,2,0
Bike,UPI,30,1,0
Bike,Cash,11,20,0
Auto,Cash,14,9,0
Prime SUV,Cash,12,21,0
Prime SUV,UPI,5,6,0
Prime Plus,Cash,10,11,0
eBike,Credit Card,30,9,0
Prime Sedan,Cash,38,5,0
eBike,Cash,15,8,0
Mini,UPI,26,11,0
Prime SUV,Credit Card,31,11,0
Prime Sedan,Cash,23,19,0
Auto,UPI,9,20,0
Mini,Cash,47,4,0
Prime Sedan,UPI,38,8,0
Auto,Cash,7,11,0
Bike,Cash,30,23,0
Prime Plus,Cash,27,3,0
Prime SUV,Cash,2,15,0
Bike,UPI,40,0,0
Prime Sedan,Cash,16,23,0
Bike,UPI,48,5,0
Prime SUV,Cash,28,15,0
Prime SUV,UPI,20,13,0
Mini,Credit Card,38,22,0
Auto,Cash,11,7,0
eBike,Cash,9,11,0
Auto,UPI,6,6,0
Mini,Cash,13,8,0
eBike,UPI,46,18,0
